tweet_id,text,created_at,lang,source,conversation_id,in_reply_to_user_id,possibly_sensitive,reply_settings,retweet_count,reply_count,like_count,quote_count,bookmark_count,impression_count,hashtags,mentions,urls,annotations,geo_place_id,author_id,author_name,author_username,author_description,author_location,author_created_at,author_verified,author_verified_type,author_protected,author_profile_image_url,author_url,author_followers_count,author_following_count,author_tweet_count,author_listed_count,grupo
1612183259609284616,"O q acontece em Brasilia ñ é movimento de massa, nem espontâneo. É organizado por bandidos, q tem interesses bem objetivos: garimpo ilegal, grilagem, liberação de armas, milícias e outras coisas.Tudo isso abençoado por Bolsonaro. Todos eles desprezam a democracia, as instituições",2023-01-08T20:23:36.000Z,pt,,1612183259609284616,,False,everyone,4245,2422,25784,221,57,657154,,,,,,31139434,Gleisi Hoffmann,gleisi,Ministra-chefe da Secretaria de Relações Institucionais e deputada federal.,Curitiba - Brasil,2009-04-14T14:55:57.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1752466873856282624/OAoAwKYQ_normal.jpg,https://t.co/7lvOknltKs,1217317,875,21836,2381,gerais
1612150489243652096,nossa não tem UMA unidade de bala de borracha em brasilia inteira eh isso?,2023-01-08T18:13:23.000Z,pt,,1612150489243652096,,False,everyone,4883,246,50713,339,99,1397351,,,,,,66661590,bruno,lwnzi,,,2009-08-18T11:55:19.000Z,False,none,False,https://pbs.twimg.com/profile_images/1908180083002494976/4yOIdtOn_normal.jpg,https://t.co/Pj0bFoXFo6,118782,374,54456,1000,gerais
1612233242836361216,"FOI TUDO PLANEJADO! Ajudem a divulgar os infiltrados! Senão nós vamos perder a batalha! São eles em Brasilia e nós nas redes sociais! Ajudem!
RETWITAR MUITO!!!!! https://t.co/KIYLuJuRgI",2023-01-08T23:42:13.000Z,pt,,1612233242836361216,,False,everyone,2315,105,2574,91,22,63712,,,https://x.com/0410Lina/status/1612233242836361216/photo/1,,,1090320300380692480,💚 FENIX 💛,0410Lina,,"São Paulo, Brasil",2019-01-29T18:46:31.000Z,False,none,False,https://pbs.twimg.com/profile_images/1612803997567488001/lzdggL6Q_normal.jpg,,4397,4528,17461,1,originais
1612214393810337792,"Apuramos na @agenciapublica: Bolsonaristas usam código para coordenar invasão em Brasília e divulgaram chamadas livremente nas redes sociais. Na noite de ontem, chamados explodiram 👇

https://t.co/x9J5AKJwCj com a grande colega @lauradscofield",2023-01-08T22:27:19.000Z,pt,,1612214393810337792,,False,everyone,1325,84,4829,82,146,301518,,agenciapublica;lauradscofield,https://agen.pub/invasao,,,90985954,Bruno Fonseca,obrunofonseca,Chefe de Redação na @agenciapublica. Tem sugestão de investigação? Mande um oi para mim! :),"São Paulo, Brasil",2009-11-18T23:30:53.000Z,False,none,False,https://pbs.twimg.com/profile_images/1877791624442368001/ViP9c8Ux_normal.jpg,https://t.co/wdQZElSlNV,6798,2131,5924,87,originais
1612167743322656773,Tem mais gente em Brasília hoje do que no dia da posse do Lula. 😂,2023-01-08T19:21:57.000Z,pt,,1612167743322656773,,False,everyone,1590,211,13936,51,11,228731,,,,,234ce83ff633650d,1216897633769443329,Breno Fonseca 🇧🇷,BrenoFonsecaMG,"🇸🇱 Vereador de Nova Serrana-MG (PL) ⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀🇧🇷 Deus, Pátria, Família e Liberdade.","Nova Serrana, Brasil",2020-01-14T01:41:03.000Z,True,blue,False,https://pbs.twimg.com/profile_images/2027760324909154304/4q4CJTkD_normal.jpg,https://t.co/PdbLXjrf2h,29965,3352,8412,16,originais
1612193054038827014,"Lula: “Os policiais que ajudaram os terroristas hoje em Brasília não podem ficar impunes e não podem ficar na corporação, porque não são de confiança. Eles devem ser punidos”.",2023-01-08T21:02:31.000Z,pt,,1612193054038827014,,False,everyone,5966,469,60471,966,153,1685431,,,,,,953378142198161409,CHOQUEI,choquei,A sua fonte de notícias mais rápida. Tudo sobre os acontecimentos mais recentes do Brasil e do mundo. Contato: assessoriachoquei@gmail.com,,2018-01-16T21:27:16.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1624042710037299200/_wiCdKIW_normal.jpg,,9458644,7330,114054,2502,gerais
1612226296867704835,"VAMOS DEIXAR ELES FAMOSOS 08/01/23 Brasília 👀👇🏻

INFILTRADOS ESTAVAM TENTANDO ROUBAR PERTENCES DOS GABINETES E FORAM PRESOS. https://t.co/HVNn2EwURp",2023-01-08T23:14:37.000Z,pt,,1612226296867704835,,False,everyone,1130,66,1777,71,23,53381,,,https://x.com/Jakelyneloiola_/status/1612226296867704835/video/1,,,1114237991797522434,Jakelyne Loiola,Jakelyneloiola_,"🪬 Direita. 🇧🇷🇧🇷 Ptfobica, pavor de esquerdista!",Brasil,2019-04-05T18:46:53.000Z,True,blue,False,https://pbs.twimg.com/profile_images/2032917603962761216/VMNcI0ds_normal.jpg,https://t.co/7esZE5Vhxd,171849,3618,61932,196,originais
1612223971528777731,FOI TUDO PLANEJADO! Ajudem a divulgar os infiltrados! Senão nós vamos perder a batalha! São eles em Brasilia e nós nas redes sociais! Ajudem! https://t.co/mxUsUnUR8k,2023-01-08T23:05:23.000Z,pt,,1612223971528777731,,False,everyone,6187,235,8344,439,131,156605,,,https://x.com/adilsonesp/status/1612223971528777731/video/1;https://x.com/adilsonesp/status/1612223971528777731/video/1;https://x.com/adilsonesp/status/1612223971528777731/video/1;https://x.com/adilsonesp/status/1612223971528777731/video/1,,,159107278,Adilson SP🏳️‍🌈,adilsonesp,"Lembre-se: o tempo cura, a fé renova, e o amor próprio reconstrói.",Brasil,2010-06-24T13:28:20.000Z,True,blue,False,https://pbs.twimg.com/profile_images/2000269358698737666/ei7yIhxX_normal.jpg,https://t.co/5oSxOdkPqA,82132,44574,245409,73,originais
1612052342815293442,O 'TUDO OU NADA' EM BRASÍLIA TEM UM AUTOR ... https://t.co/Wwy1OHqlkJ,2023-01-08T11:43:23.000Z,pt,,1612052342815293442,,False,everyone,1235,192,5549,121,61,456911,,,https://x.com/MariluParreiras/status/1612052342815293442/photo/1,,,541156738,#LulaRousseff,MariluParreiras,"#Lula2026
Cumpra-se a CONSTITUIÇÃO FEDERAL.  
#SemANISTIA!
Exploração fica a 580km da Foz do Amazonas. O PETRÓLEO É NOSSO.",BRASIL/RJ,2012-03-30T21:53:59.000Z,False,none,False,https://pbs.twimg.com/profile_images/1587022811129937921/pWqnvCI9_normal.jpg,,21380,9008,704971,57,originais
1612146256520019968,🚨AGORA: Bolsonaristas agridem policiais em ato golpista em Brasília. Eles invadiram a rampa do Congresso Nacional. https://t.co/OD4r5ECNid,2023-01-08T17:56:34.000Z,pt,,1612146256520019968,,False,everyone,3121,3604,42536,7024,607,6625588,,,https://x.com/Metropoles/status/1612145009247289346/video/1,,,953378142198161409,CHOQUEI,choquei,A sua fonte de notícias mais rápida. Tudo sobre os acontecimentos mais recentes do Brasil e do mundo. Contato: assessoriachoquei@gmail.com,,2018-01-16T21:27:16.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1624042710037299200/_wiCdKIW_normal.jpg,,9458644,7330,114054,2502,originais
1612224029280059393,"Com o objetivo de mapear como foram organizados os atos de vandalismo em Brasília, pedimos a colaboração dos seguidores para montarmos uma base de dados com postagens antidemocráticas feitas nos últimos dias nas redes e app de mensagens. Contribua: https://t.co/BuEJkrbu6v https://t.co/A8bXHK7kI6",2023-01-08T23:05:36.000Z,pt,,1612224029280059393,,False,everyone,2407,464,7516,134,64,822205,,,http://bit.ly/basededadoslupa;https://x.com/agencialupa/status/1612224029280059393/photo/1,,,4060086012,Agência Lupa,agencialupa,"🔎 Educação e jornalismo contra a desinformação
💬 Checagens, verificações, notícias, análises, reportagens e soluções","Rio de Janeiro, Brasil",2015-10-29T18:14:43.000Z,False,none,False,https://pbs.twimg.com/profile_images/1356770968409145344/QEkG5zLV_normal.jpg,https://t.co/iXFaZ4v5Rr,201830,1075,35172,1468,originais
1612158386354651136,🚨LEIA: Monark incentiva atos golpistas que acontece em Brasília e diz que “sente simpatia” pelos bolsonaristas. https://t.co/58aSOAhes0,2023-01-08T18:44:46.000Z,pt,,1612158386354651136,,False,everyone,3130,7368,30720,4274,182,2811364,,,https://x.com/choquei/status/1612158386354651136/photo/1;https://x.com/choquei/status/1612158386354651136/photo/1,,,953378142198161409,CHOQUEI,choquei,A sua fonte de notícias mais rápida. Tudo sobre os acontecimentos mais recentes do Brasil e do mundo. Contato: assessoriachoquei@gmail.com,,2018-01-16T21:27:16.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1624042710037299200/_wiCdKIW_normal.jpg,,9458644,7330,114054,2502,gerais
1612157382129238020,"Governo do DF foi irresponsável frente à invasão de Brasília e do Congresso Nacional. É um crime anunciado contra a democracia, contra a vontade das urnas e por outros interesses. Governador e seu secretário de segurança, bolsonarista, são responsáveis pelo que acontecer",2023-01-08T18:40:46.000Z,pt,,1612157382129238020,,False,everyone,8572,7835,63788,745,81,2133692,,,,,5722ff20ba67083b,31139434,Gleisi Hoffmann,gleisi,Ministra-chefe da Secretaria de Relações Institucionais e deputada federal.,Curitiba - Brasil,2009-04-14T14:55:57.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1752466873856282624/OAoAwKYQ_normal.jpg,https://t.co/7lvOknltKs,1217317,875,21836,2381,gerais
1612167421263237120,"sinceramente?

se eu fosse o Lula assinava um decreto dando poder de polícia para Gaviões da Fiel

30 minutos e não tem mais um golpista em Brasília",2023-01-08T19:20:40.000Z,pt,,1612167421263237120,,False,everyone,3668,114,21794,347,123,603926,,,,,,3374355814,michelonismo,michelonismo,"Ator. Vexilologista. Entusiasta de Peugeot, Lewis Hamilton e Politicagem. Compromisso com a Honestidade.",☪️,2015-07-13T17:23:21.000Z,True,blue,False,https://pbs.twimg.com/profile_images/2041019913465454592/pKE68A9Q_normal.jpg,,10318,2840,39852,25,originais
1612182063754670080,"A demora para conter as manifestações em Brasília tem um motivo, segundo os próprios bolsonaristas, os policiais estão do lado deles.  https://t.co/Do8dvUxm9b",2023-01-08T20:18:51.000Z,pt,,1612182063754670080,,False,everyone,5577,1358,27049,1724,493,1818525,,,https://x.com/DanVitorPH/status/1612180966755405824/video/1,,,1486759002679791622,Anonymous SCT,anonymousSCT,Desde 2003 expondo crimes contra a comunidade e o direito de cada cidadão. Anonymous é sem identidade e com ideologias firmadas.,,2022-01-27T17:52:30.000Z,False,none,False,https://pbs.twimg.com/profile_images/1579635610222006272/nSFMrmcX_normal.jpg,,230062,1,397,57,gerais
1612141241843552267,"08.01.2023 - Brasília🇧🇷
Começando a chegar na Esplanada dos Ministérios
Amanhã vai transbordar! Marcha pela Liberdade!
O Levante dos Manés! #SELMA https://t.co/RhmN1tRbRm",2023-01-08T17:36:38.000Z,pt,,1612141241843552267,,False,everyone,1087,68,2647,52,17,40711,SELMA,,https://x.com/DanVitorPH/status/1612141241843552267/video/1,,,1532219594806415360,Dan Hasse,DanVitorPH,"Do good🙏
Do it consistently💪
Be patient😎

🤖👩‍💻👨‍💻 Co-founder & CTO: @XpertsAi 🧠💻
& 🔗https://t.co/CdALKLaWVz 👈
& 🔗https://t.co/Gha9ULD2DN 👈",,2022-06-02T04:37:18.000Z,False,none,False,https://pbs.twimg.com/profile_images/1940844395198038016/n6FleDLV_normal.jpg,https://t.co/t4300x5RVc,66351,60142,56061,77,originais
1612146719675801600,Ao vivo de Brasília vendo a história acontecer!!!!! https://t.co/JAufee4txX,2023-01-08T17:58:24.000Z,pt,,1612146719675801600,,False,everyone,1038,207,2880,92,34,156030,,,https://x.com/dinizacessorios/status/1612146719675801600/video/1,,,1466894765195210753,Rê Diniz .Adv🇧🇷💙⚖️📿,dinizacessorios,"Pr. JAIR BOLSONARO 2026 ❌ELEIÇÕES SEM BOLSONARO É GOLPE ❌ DE DIREITA, CONSERVADORA, CATÓLICA, PREZO PELA PÁTRIA, FAMÍLIA, LIBERDADE!",,2021-12-03T22:20:10.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1939159163998760960/gqu9_u52_normal.jpg,https://t.co/fz1xnWVWUY,13736,3393,20646,7,originais
1612166460595372034,"patriotas invadindo o congresso 

a pm de brasilia https://t.co/0tYrjwxpjW",2023-01-08T19:16:51.000Z,pt,,1612166460595372034,,False,everyone,3452,164,18910,220,248,805794,,,https://x.com/mahagess/status/1612166460595372034/video/1,,,941526010297757696,MARWA,mahagess,este perfil nao eh de entender eh de sentir,,2017-12-15T04:31:08.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1795277956543057920/yDxWYiz0_normal.jpg,,104896,1826,145557,1,originais
1612169657154256901,"bolsonaristas invadindo o congresso 

a pm de brasilia https://t.co/c2j74zs58C",2023-01-08T19:29:33.000Z,pt,,1612169657154256901,,False,everyone,28348,919,127538,1343,889,4021867,,,https://x.com/thiagoooqz/status/1612169657154256901/video/1,,,904095261689073664,Thiago,thiagoooqz,O Deadpool do Twitter.,"Ceará, Brasil",2017-09-02T21:34:42.000Z,False,none,False,https://pbs.twimg.com/profile_images/1049078405457727488/BSQYUdfL_normal.jpg,,359,335,16095,2,gerais
1612084383636135937,"Sequência de vários vídeos do QGEX Brasília -08/01/2023, feitos por nossa amiga Renata, grande Patriota! https://t.co/wpDb3HEyBW",2023-01-08T13:50:42.000Z,pt,,1612084383636135937,,False,everyone,1157,69,3215,46,6,50509,,,https://x.com/ATROMBETA3/status/1612084383636135937/video/1,,,1214887979740803072,A TROMBETA,ATROMBETA3,"Nosso canal prima pela qualidade e credibilidade. Defendemos a liberdade de expressão, a liberdade religiosa e a  economia  de livre mercado.",,2020-01-08T12:34:37.000Z,False,none,False,https://pbs.twimg.com/profile_images/1626651396081651734/LhNTJFJW_normal.jpg,https://t.co/vjgLuYUBfI,147987,18970,110617,105,originais
1612251119266271233,Obras de arte que foram DESTRUÍDAS ou ROUBADAS por bolsonaristas em Brasília durante a invasão; UMA THREAD https://t.co/yshsDtbsGu,2023-01-09T00:53:15.000Z,pt,,1612251119266271233,,False,everyone,21549,893,110313,7458,3888,7737158,,,https://x.com/nandaxxie/status/1612251119266271233/photo/1;https://x.com/nandaxxie/status/1612251119266271233/photo/1,,,1003810164749856769,Nanda Xie,nandaxxie,"comunicadora. Tuítes antigos podem não refletir opiniões atuais. Falo sobre arte, política e besteirols — nessa ordem ou não.","São Paulo, Brasil",2018-06-05T01:26:07.000Z,True,blue,False,https://pbs.twimg.com/profile_images/2046698389220319232/7Ppovi2M_normal.jpg,https://t.co/wUcGOiWvBN,43006,981,22882,72,originais
1612209556465000449,"Ajude a identificar os criminosos que aterrorizaram Brasília hoje. Eles publicam lives, exibem-se nas redes sociais e em canais de TV.

Tire print / fotos e envie para o e-mail do Gabinete do Min. Alexandre de Moraes, do STF: gabmoraes@stf.jus.br",2023-01-08T22:08:06.000Z,pt,,1612209556465000449,,False,everyone,1187,141,6410,32,25,231965,,,,,,9722452,Antonio Tabet,antoniotabet,"Actor, screenwriter. Emmy winner. Contact: contato@abtcagenciamento.com Ingressos: link na bio.","RJ, Brasil",2007-10-26T22:25:26.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1697342038507769856/VUF00r6H_normal.jpg,https://t.co/fyL6vDoizU,2751077,1460,21798,9806,originais
1612280715231612928,"Estive agora à noite no Palácio do Planalto e no STF. Os golpistas que promoveram a destruição do patrimônio público em Brasília estão sendo identificados e serão punidos. Amanhã retomamos os trabalhos no Palácio do Planalto. Democracia sempre. Boa noite.

📸: @ricardostuckert https://t.co/qkyVZHQQdz",2023-01-09T02:50:51.000Z,pt,,1612280715231612928,,False,everyone,8461,4812,101647,912,149,3407302,,ricardostuckert,https://x.com/LulaOficial/status/1612280715231612928/photo/1,,,2670726740,Lula,LulaOficial,"Filho da Dona Lindu, marido da @JanjaLula, presidente da República. Trabalhando para reconstruir o Brasil.","Brasília, Brasil",2014-07-22T21:36:50.000Z,True,government,False,https://pbs.twimg.com/profile_images/1630217574100213762/SAMK-BnB_normal.jpg,https://t.co/FWDIwBcWRa,10211221,2835,37920,6198,gerais
1612035570494054401,Tomada do poder Brasília 8 Dezembro 2023 https://t.co/kxmc3Le0Vg,2023-01-08T10:36:44.000Z,pt,,1612035570494054401,,False,everyone,5578,926,16696,551,117,557761,,,https://x.com/7minutos_news/status/1612035570494054401/video/1,,,749082795662868481,7Minutos Notícias,7minutos_news,O Portal 7minutos foi criado com uma apresentação gráfica baseada nos Portais Europeus de noticias. Trabalhamos com a indexação de notícias e conteúdos,"Miami, EUA",2016-07-02T03:30:30.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1427825532864016387/n3DVOu_x_normal.jpg,https://t.co/NmKgkEggmS,4329,5546,65724,7,originais
1612215570656800769,"Esses são alguns dos criminosos responsáveis pelo que está acontecendo hoje em Brasília.
Mas há muitos outros. https://t.co/BIHpnYpLWr",2023-01-08T22:32:00.000Z,pt,,1612215570656800769,,False,everyone,3807,399,18247,281,46,555993,,,https://x.com/TucaAndrada3/status/1612215570656800769/photo/1,,,1508101517009727488,Tuca Andrada,TucaAndrada3,,,2022-03-27T15:20:08.000Z,False,none,False,https://pbs.twimg.com/profile_images/1662215112831246337/d2dIwqhD_normal.jpg,,157271,2504,74969,79,originais
1612205494009008128,"Em 24 de maio de 2017, terrorist@s de esquerda invadiram Brasília, colocaram fogo em Ministérios, agrediram a polícia e depredaram a esplanada em cenas 100 vezes piores que as hoje. A imprensa Lulista saiu em defesa deles. Ninguém falou em Democracia ameaçada. https://t.co/ewCASi2NMh",2023-01-08T21:51:57.000Z,pt,,1612205494009008128,,False,everyone,2039,86,3688,131,64,106726,,,https://x.com/FredRC/status/1612205494009008128/photo/1;https://x.com/FredRC/status/1612205494009008128/photo/1;https://x.com/FredRC/status/1612205494009008128/photo/1;https://x.com/FredRC/status/1612205494009008128/photo/1,,,30960300,Fred Rodrigues |🇧🇷✝️,FredRC,"🇧🇷 
📊 Eleito Dep. Estadual com 42.784 votos
🏆 283.054 Votos para Prefeito de Goiânia","Goiânia, Brazil",2009-04-13T21:05:59.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1854696113548189710/8RD1G-PK_normal.jpg,,50039,455,3824,54,originais
1612253152346087426,🚨VEJA: Trompetista toca jingle do presidente Lula enquanto terroristas são transportados presos em ônibus da polícia em Brasília. https://t.co/8rML9A0UxW,2023-01-09T01:01:20.000Z,pt,,1612253152346087426,,False,everyone,5174,679,48653,1327,640,1605647,,,https://x.com/Trom_Petista/status/1612247031459844096/video/1,,,953378142198161409,CHOQUEI,choquei,A sua fonte de notícias mais rápida. Tudo sobre os acontecimentos mais recentes do Brasil e do mundo. Contato: assessoriachoquei@gmail.com,,2018-01-16T21:27:16.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1624042710037299200/_wiCdKIW_normal.jpg,,9458644,7330,114054,2502,gerais
1612204366617878529,"Força Nacional de Segurança prende esquerdista infiltrado no meio de manifestantes bolsonaristas em Brasília

Tinha INFILTRADOS, sim! https://t.co/FWQB1Izgqh",2023-01-08T21:47:28.000Z,pt,,1612204366617878529,,False,everyone,4536,209,10033,188,62,118050,,,https://portalnovonorte.com.br/noticias/noticia/34199/forca-nacional-de-seguranca-prende-esquerdista-infiltrado-no-meio-de-manifestantes-bolsonaristas-em-brasilia,,,979468154488442882,denise,denise47613384,"Brasil acima de tudo, Deus acima de todos","São Paulo, Brasil",2018-03-29T21:19:40.000Z,True,blue,False,https://pbs.twimg.com/profile_images/1702474415760347136/8jE2oiyz_normal.jpg,,61195,38311,258191,45,originais
1612215246109933569,🚨A deputada estadunidense Alexandria Ocasio-Cortez condena os atos terroristas em Brasília e diz que os Estados Unidos DEVEM parar de oferecer refúgio a Bolsonaro e sua corja. https://t.co/df6LOqrVCy,2023-01-08T22:30:42.000Z,pt,,1612215246109933569,,False,everyone,1205,164,13297,261,64,392317,,,https://x.com/bchartsnet/status/1612215246109933569/photo/1;https://x.com/bchartsnet/status/1612215246109933569/photo/1,,,788794760764985344,BCharts,bchartsnet,"Avisando tudo no universo da cultura pop, música e entretenimento! 📨 bchartsltda@gmail.com | Siga @bchartsnet em todas as redes | https://t.co/VoaeF9Tx2t",Brasil,2016-10-19T17:31:40.000Z,True,business,False,https://pbs.twimg.com/profile_images/1597332661722382336/_26NVSn6_normal.jpg,https://t.co/XmzySsD6oA,544186,2908,90117,1148,originais
